traj_id,split,class_name,seq_folder,n_neighbors,n1_id,n1_class,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_id,n2_class,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_id,n3_class,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_id,n4_class,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_id,n5_class,n5_min_dist,n5_mean_dist,n5_overlap_sec,min_dist_any,mean_dist_all,n_close_encounters,classes_nearby
2108,train,person,0235_20231116_121349,3,000,person,1.578,8.704,23.32,010,motorcycle,14.114,18.128,6.72,003,person,20.771,30.626,23.32,,,,,,,,,,,1.578,12.154,1,"motorcycle,person"
2109,train,person,0235_20231116_121349,5,001,person,0.97,13.66,22.28,007,person,1.318,10.648,16.72,011,person,8.832,11.607,9.68,002,person,9.422,13.757,17.68,000,person,34.706,39.097,9.6,0.97,11.05,2,person
2110,train,person,0235_20231116_121349,5,002,person,0.676,6.767,21.08,006,person,1.318,10.648,16.72,001,person,1.925,4.096,21.08,011,person,6.3,9.459,9.2,000,person,26.109,29.745,4.04,0.676,7.266,3,person
2111,train,person,0235_20231116_121349,4,004,person,0.497,0.943,15.12,009,person,0.523,0.798,8.84,000,person,1.578,6.575,19.84,001,person,3.093,7.691,4.04,,,,,,0.497,1.423,3,person
2112,train,person,0235_20231116_121349,4,004,person,0.504,0.678,4.12,008,person,0.523,0.762,8.84,001,person,1.308,10.825,11.68,000,person,2.25,14.966,16.48,,,,,,0.504,1.146,3,person
2113,train,motorcycle,0235_20231116_121349,3,003,person,10.396,17.075,10.12,000,person,12.865,18.405,10.12,005,person,14.051,18.284,6.72,,,,,,,,,,,10.396,12.437,0,person
2114,train,person,0235_20231116_121349,5,002,person,0.66,1.211,9.68,007,person,6.3,9.479,9.2,001,person,7.564,11.366,9.68,006,person,8.832,11.555,9.68,000,person,31.866,36.879,4.52,0.66,11.044,1,person
2115,train,person,0236_20231122_100832,2,001,stroller,20.972,33.458,49.88,002,person,27.876,30.891,2.32,,,,,,,,,,,,,,,,20.972,24.424,0,"person,stroller"
2116,train,stroller,0236_20231122_100832,2,000,person,20.972,33.561,49.88,002,person,27.167,30.136,4.28,,,,,,,,,,,,,,,,20.972,24.07,0,person
2117,train,person,0236_20231122_100832,2,000,person,26.539,30.166,2.32,001,stroller,27.167,30.136,4.28,,,,,,,,,,,,,,,,26.539,26.853,0,"person,stroller"
2118,train,person,0237_20231122_101604,8,004,bicycle,1.57,22.351,13.84,002,person,2.216,22.175,19.8,003,bicycle,3.636,21.538,14.8,007,bicycle,6.122,10.945,6.44,001,person,8.588,12.795,27.04,1.57,13.008,1,"bicycle,person"
2119,train,person,0237_20231122_101604,7,002,person,0.991,17.881,11.8,004,bicycle,1.106,25.25,13.84,003,bicycle,3.215,18.606,19.52,007,bicycle,3.568,8.396,6.44,008,bicycle,8.117,15.394,4.36,0.991,8.516,2,"bicycle,person"
2120,train,person,0237_20231122_101604,5,001,person,0.991,17.477,11.8,004,bicycle,2.099,14.102,10.8,000,person,2.216,22.049,19.8,007,bicycle,14.466,17.218,1.6,005,person,35.896,37.943,7.4,0.991,11.134,1,"bicycle,person"
2121,train,bicycle,0237_20231122_101604,6,001,person,3.215,18.474,19.52,000,person,3.636,21.457,14.8,008,bicycle,12.971,13.837,4.36,007,bicycle,16.129,22.113,4.4,006,person,20.608,23.227,8.12,3.215,15.922,0,"bicycle,person"
2122,train,bicycle,0237_20231122_101604,5,001,person,1.451,24.687,13.84,000,person,1.57,22.176,13.84,002,person,2.099,13.665,10.8,007,bicycle,13.779,16.236,4.64,003,bicycle,38.365,39.81,2.6,1.451,11.453,2,"bicycle,person"
2123,train,person,0237_20231122_101604,2,000,person,24.063,26.333,3.28,002,person,35.782,37.829,7.4,,,,,,,,,,,,,,,,24.063,29.922,0,person
2124,train,person,0237_20231122_101604,4,008,bicycle,14.833,17.513,1.96,003,bicycle,20.608,23.188,8.12,001,person,34.01,36.098,8.12,000,person,40.935,46.081,8.12,,,,,,14.833,27.596,0,"bicycle,person"
2125,train,bicycle,0237_20231122_101604,6,008,bicycle,0.556,0.556,0.32,001,person,3.568,8.396,6.44,000,person,6.122,10.945,6.44,004,bicycle,13.779,16.409,4.64,002,person,15.626,17.906,1.6,0.556,9.297,1,"bicycle,person"
0231,train,bicycle,0237_20231122_101604,4,001,person,8.117,15.394,4.36,003,bicycle,12.971,13.837,4.36,006,person,13.863,16.212,1.96,000,person,16.403,24.589,4.36,,,,,,8.117,12.838,0,"bicycle,person"
2126,train,person,0238_20231122_101723,6,006,person,1.043,6.705,8.2,003,person,17.723,26.12,42.4,002,person,19.483,27.589,30.16,001,person,19.719,29.405,45.68,005,person,31.168,32.602,15.24,1.043,20.689,1,person
2127,train,person,0238_20231122_101723,5,003,person,0.785,9.833,19.0,004,person,0.909,12.616,31.36,002,person,2.162,4.432,52.72,000,person,19.726,29.454,45.68,005,person,24.947,31.531,26.68,0.785,9.706,2,person
2128,train,person,0238_20231122_101723,5,004,person,1.15,12.466,31.36,001,person,2.162,4.432,52.72,000,person,19.483,27.84,30.16,003,person,19.719,20.471,3.48,005,person,24.162,30.164,26.68,1.15,13.335,1,person
2129,train,person,0238_20231122_101723,4,001,person,0.785,9.833,19.0,000,person,17.723,26.04,42.4,002,person,19.69,20.616,3.48,006,person,22.231,27.35,10.68,,,,,,0.785,15.107,1,person
2130,train,person,0238_20231122_101723,4,001,person,0.909,12.616,31.36,002,person,1.15,12.611,31.36,005,person,23.477,25.682,21.12,000,person,34.968,35.473,9.68,,,,,,0.909,15.126,2,person
2131,train,person,0238_20231122_101723,4,004,person,23.477,25.682,21.12,002,person,24.162,30.339,26.68,001,person,24.947,31.7,26.68,000,person,31.168,32.616,15.24,,,,,,23.477,25.938,0,person
2132,train,person,0238_20231122_101723,2,000,person,1.043,6.411,8.2,003,person,22.231,27.35,10.68,,,,,,,,,,,,,,,,1.043,11.637,1,person
2133,train,person,0239_20231122_102026,8,009,person,1.214,10.89,19.96,002,person,1.318,8.866,15.64,010,person,1.668,10.524,13.08,006,person,7.654,7.683,1.24,005,person,10.718,21.509,33.52,1.214,8.914,3,person
2134,train,person,0239_20231122_102026,11,005,person,2.793,18.854,27.8,003,person,10.979,24.673,20.56,004,person,11.184,19.487,15.12,000,person,20.291,28.262,34.44,009,person,20.783,22.411,25.4,2.793,18.709,0,person
2135,train,person,0239_20231122_102026,10,011,person,0.189,16.013,20.0,005,person,0.853,6.178,9.0,008,person,1.022,1.153,26.08,000,person,1.318,9.008,15.64,009,person,1.57,2.274,21.08,0.189,4.895,6,person
2136,train,person,0239_20231122_102026,6,004,person,0.148,0.456,36.84,009,person,5.103,12.937,6.08,001,person,10.979,24.673,20.56,002,person,12.799,15.287,1.76,000,person,14.453,24.843,42.28,0.148,10.265,1,person
2137,train,person,0239_20231122_102026,5,003,person,0.143,0.456,36.84,009,person,5.026,5.441,0.64,001,person,11.185,20.047,15.12,000,person,13.981,25.479,36.84,005,person,17.975,22.07,20.84,0.143,9.662,1,person
2138,train,person,0239_20231122_102026,7,009,person,0.673,7.031,13.32,002,person,0.853,6.173,9.0,010,person,1.233,6.332,6.44,001,person,2.793,18.67,27.8,000,person,10.718,21.509,33.52,0.673,7.475,3,person
2139,train,person,0239_20231122_102026,8,011,person,0.899,14.758,20.0,008,person,1.189,1.478,26.08,002,person,1.75,2.183,30.68,009,person,4.135,5.482,6.68,007,person,4.551,4.876,27.32,0.899,7.59,3,person
2140,train,person,0239_20231122_102026,7,009,person,1.176,2.183,3.32,011,person,2.864,18.604,20.0,002,person,3.194,3.272,27.32,008,person,4.15,4.377,26.08,006,person,4.551,4.883,27.32,1.176,9.336,1,person
2141,train,person,0239_20231122_102026,7,011,person,0.652,14.42,20.0,002,person,0.961,1.153,26.08,006,person,1.182,1.47,26.08,007,person,4.15,4.382,26.08,009,person,4.922,5.135,2.08,0.652,8.703,3,person
2142,train,person,0239_20231122_102026,10,005,person,0.673,7.208,13.32,000,person,1.214,11.052,19.96,002,person,1.57,2.274,21.08,007,person,1.676,2.309,3.32,006,person,4.135,5.482,6.68,0.673,4.997,4,person
2143,train,person,0239_20231122_102026,8,005,person,1.233,6.765,6.44,000,person,1.668,10.524,13.08,002,person,3.977,17.674,22.56,009,person,5.386,16.586,18.52,006,person,18.277,25.011,10.72,1.233,13.349,2,person
2144,train,person,0239_20231122_102026,6,002,person,0.189,15.707,20.0,008,person,0.652,14.75,20.0,006,person,0.899,14.511,20.0,010,person,2.416,2.416,0.04,007,person,2.864,18.936,20.0,0.189,5.106,3,person
2145,train,person,0240_20231122_102334,10,001,person,1.797,12.48,31.04,004,person,2.966,9.815,22.56,005,person,3.428,10.344,20.72,003,person,3.459,11.493,29.4,002,person,3.786,15.708,29.64,1.797,7.64,1,"bicycle,motorcycle,person"
2146,train,person,0240_20231122_102334,9,002,person,1.72,2.889,23.28,000,person,1.797,12.48,31.04,004,person,2.022,4.284,22.56,006,person,2.487,2.899,17.4,005,person,2.703,3.41,20.72,1.72,7.545,2,"bicycle,person"
2147,train,person,0240_20231122_102334,9,001,person,1.72,2.888,23.28,004,person,1.9,3.338,19.0,005,person,2.676,3.915,17.4,006,person,2.68,3.204,17.4,000,person,3.786,15.5,29.64,1.72,6.164,2,"bicycle,motorcycle,person"
2148,train,person,0240_20231122_102334,9,008,person,2.771,3.17,13.36,000,person,3.459,11.493,29.4,005,person,3.47,4.291,20.16,006,person,4.367,4.867,16.84,001,person,6.077,7.339,24.6,2.771,8.708,0,"bicycle,person"
2149,train,person,0240_20231122_102334,9,002,person,1.9,3.338,19.0,001,person,2.022,4.284,22.56,000,person,2.966,9.815,22.56,006,person,3.762,6.131,17.4,005,person,3.804,7.023,20.72,1.9,9.333,1,"bicycle,person"
2150,train,person,0240_20231122_102334,9,006,person,0.038,0.76,17.4,008,person,1.144,1.767,13.76,002,person,2.676,3.915,17.4,001,person,2.703,3.41,20.72,000,person,3.428,10.344,20.72,0.038,7.136,2,"bicycle,person"
0232,train,person,0240_20231122_102334,8,005,person,0.038,0.76,17.4,008,person,1.842,2.266,13.76,001,person,2.487,2.899,17.4,002,person,2.68,3.204,17.4,004,person,3.762,6.131,17.4,0.038,4.088,2,"bicycle,person"
2151,train,bicycle,0240_20231122_102334,9,000,person,8.718,29.467,16.04,001,person,11.496,36.029,16.04,004,person,11.742,33.142,13.36,008,person,12.185,16.101,6.32,002,person,12.872,23.154,9.8,8.718,12.883,0,person
2152,train,person,0240_20231122_102334,8,005,person,1.144,1.802,13.76,006,person,1.842,2.288,13.76,003,person,2.771,3.17,13.36,001,person,3.037,3.455,13.76,000,person,3.914,13.371,13.76,1.144,4.479,2,"bicycle,person"
2153,train,person,0240_20231122_102334,6,007,bicycle,18.6,25.548,4.48,000,person,22.779,23.856,10.8,003,person,27.496,30.984,10.8,005,person,33.5,34.215,1.56,001,person,36.566,37.735,6.0,18.6,30.114,0,"bicycle,person"
2154,train,motorcycle,0240_20231122_102334,2,002,person,17.467,27.475,4.76,000,person,18.631,36.466,4.76,,,,,,,,,,,,,,,,17.467,18.049,0,person
2155,train,person,0241_20231122_103034,12,003,person,1.19,7.498,55.16,010,person,1.249,1.414,22.44,001,person,1.839,4.709,58.52,002,person,2.356,6.039,57.32,008,person,2.621,4.65,24.56,1.19,7.674,3,"bicycle,person"
2156,train,person,0241_20231122_103034,11,002,person,1.47,2.226,57.6,010,person,1.556,1.768,22.44,006,person,1.684,1.779,30.88,007,person,1.732,2.098,28.92,000,person,1.839,4.709,58.52,1.47,5.579,5,"bicycle,person"
0233,train,person,0241_20231122_103034,11,005,person,0.87,16.937,35.48,001,person,1.47,2.226,57.6,007,person,1.703,3.085,28.92,000,person,2.356,6.039,57.32,010,person,2.954,3.191,22.44,0.87,6.135,3,"bicycle,person"
2157,train,person,0241_20231122_103034,11,004,person,0.175,0.436,39.32,008,person,0.256,0.792,22.08,007,person,1.032,3.47,28.92,000,person,1.19,7.498,55.16,001,person,2.902,4.689,55.44,0.175,5.7,4,"bicycle,person"
2158,train,person,0241_20231122_103034,11,003,person,0.175,0.436,39.32,008,person,0.702,0.84,7.92,007,person,1.302,2.992,15.96,006,person,3.022,3.096,30.88,001,person,3.119,4.812,39.32,0.175,7.359,3,"bicycle,person"
2159,train,person,0241_20231122_103034,9,002,person,0.87,16.937,35.48,007,person,2.277,17.849,28.04,001,person,2.505,18.478,35.48,000,person,4.932,20.362,35.48,003,person,5.577,20.031,35.48,0.87,9.404,1,person
2160,train,person,0241_20231122_103034,11,007,person,0.001,0.019,13.48,001,person,1.684,1.779,30.88,010,person,2.55,2.673,20.28,004,person,3.022,3.096,30.88,003,person,3.268,3.473,30.88,0.001,8.163,2,"bicycle,person"
2161,train,person,0241_20231122_103034,9,006,person,0.001,0.02,13.48,003,person,1.032,3.472,28.92,008,person,1.61,4.05,20.88,002,person,1.703,3.088,28.92,001,person,1.726,2.092,28.92,0.001,1.775,6,person
2162,train,person,0241_20231122_103034,9,003,person,0.256,0.786,22.08,004,person,0.689,0.811,7.92,007,person,1.61,4.046,20.88,000,person,2.621,4.65,24.56,001,person,3.63,4.478,24.56,0.256,3.276,3,person
2163,train,person,0241_20231122_103034,2,011,person,3.584,11.443,9.84,000,person,6.803,7.748,1.68,,,,,,,,,,,,,,,,3.584,5.194,0,person
2164,train,person,0241_20231122_103034,9,000,person,1.249,1.414,22.44,001,person,1.556,1.77,22.44,007,person,2.484,2.694,15.64,006,person,2.548,2.671,20.28,002,person,2.954,3.193,22.44,1.249,5.195,2,person
2165,train,person,0241_20231122_103034,1,009,person,3.584,11.443,9.84,,,,,,,,,,,,,,,,,,,,,3.584,3.584,0,person
0234,train,person,0241_20231122_103034,7,013,bicycle,1.105,18.813,7.68,003,person,19.779,24.471,12.0,004,person,19.89,24.4,11.2,006,person,20.626,22.893,5.24,002,person,20.99,28.031,12.0,1.105,18.571,1,"bicycle,person"
2166,train,bicycle,0241_20231122_103034,7,012,person,1.105,18.813,7.68,002,person,18.426,23.727,8.84,003,person,18.679,23.983,8.84,004,person,18.876,22.525,6.88,001,person,19.152,24.223,8.84,1.105,19.707,1,person
2167,train,person,0242_20231122_103445,3,003,person,0.121,0.503,12.8,002,person,0.49,1.142,12.92,001,person,20.519,20.908,7.4,,,,,,,,,,,0.121,7.043,2,person
2168,train,person,0242_20231122_103445,3,005,motorcycle,4.978,16.077,5.64,000,person,20.561,21.144,7.4,004,bicycle,34.763,37.822,8.0,,,,,,,,,,,4.978,20.101,0,"bicycle,motorcycle,person"
2169,train,person,0242_20231122_103445,2,000,person,0.49,1.131,12.92,003,person,1.125,1.558,10.12,,,,,,,,,,,,,,,,0.49,0.807,2,person
2170,train,person,0242_20231122_103445,2,000,person,0.121,0.527,12.8,002,person,1.125,1.558,10.12,,,,,,,,,,,,,,,,0.121,0.623,2,person
2171,train,bicycle,0242_20231122_103445,2,005,motorcycle,31.139,36.842,2.64,001,person,34.763,37.668,8.0,,,,,,,,,,,,,,,,31.139,32.951,0,"motorcycle,person"
2172,train,motorcycle,0242_20231122_103445,2,001,person,4.978,15.516,5.64,004,bicycle,32.98,37.097,2.64,,,,,,,,,,,,,,,,4.978,18.979,0,"bicycle,person"
2173,train,person,0243_20231122_110054,2,002,scooter,1.285,13.241,13.12,001,bicycle,1.673,16.917,27.68,,,,,,,,,,,,,,,,1.285,1.479,2,"bicycle,scooter"
2174,train,bicycle,0243_20231122_110054,2,000,person,1.673,16.917,27.68,002,scooter,18.353,24.492,13.12,,,,,,,,,,,,,,,,1.673,10.013,1,"person,scooter"
2175,train,scooter,0243_20231122_110054,2,000,person,1.285,13.241,13.12,001,bicycle,18.353,24.492,13.12,,,,,,,,,,,,,,,,1.285,9.819,1,"bicycle,person"
2176,train,person,0244_20231122_110225,3,001,bicycle,1.313,17.401,37.6,003,bicycle,1.755,25.848,10.04,002,person,3.3,10.306,21.52,,,,,,,,,,,1.313,2.123,2,"bicycle,person"
2177,train,bicycle,0244_20231122_110225,1,000,person,1.313,17.401,37.6,,,,,,,,,,,,,,,,,,,,,1.313,1.313,1,person
2178,train,person,0244_20231122_110225,1,000,person,3.3,10.306,21.52,,,,,,,,,,,,,,,,,,,,,3.3,3.3,0,person
2179,train,bicycle,0244_20231122_110225,1,000,person,1.755,25.848,10.04,,,,,,,,,,,,,,,,,,,,,1.755,1.755,1,person
2180,train,person,0245_20231122_110357,8,001,person,1.329,12.328,40.84,007,motorcycle,1.61,5.248,2.12,006,bicycle,1.829,12.576,6.64,005,person,14.409,23.971,15.28,004,person,14.843,21.248,26.24,1.329,12.05,3,"bicycle,motorcycle,person"
2181,train,person,0245_20231122_110357,5,000,person,1.329,12.328,40.84,004,person,2.894,6.676,2.8,008,motorcycle,5.469,15.33,1.72,002,person,18.782,27.79,36.68,003,person,19.117,24.204,30.96,1.329,9.518,1,"motorcycle,person"
2182,train,person,0245_20231122_110357,4,003,person,0.311,0.49,27.92,001,person,18.782,27.79,36.68,000,person,19.959,24.054,37.44,004,person,54.078,54.482,3.56,,,,,,0.311,23.283,1,person
2183,train,person,0245_20231122_110357,4,002,person,0.311,0.49,27.92,001,person,19.117,24.204,30.96,000,person,20.471,22.425,30.96,008,motorcycle,35.053,43.379,1.72,,,,,,0.311,18.738,1,"motorcycle,person"
2184,train,person,0245_20231122_110357,6,005,person,0.063,0.354,14.36,001,person,2.894,6.185,2.8,006,bicycle,11.666,25.626,6.64,007,motorcycle,13.395,18.117,2.12,000,person,14.843,21.519,26.24,0.063,16.157,1,"bicycle,motorcycle,person"
2185,train,person,0245_20231122_110357,4,004,person,0.063,0.356,14.36,006,bicycle,10.938,16.885,3.12,007,motorcycle,12.822,17.693,2.04,000,person,14.409,23.971,15.28,,,,,,0.063,9.558,1,"bicycle,motorcycle,person"
2186,train,bicycle,0245_20231122_110357,4,007,motorcycle,1.185,1.374,2.12,000,person,1.829,11.446,6.64,005,person,10.518,15.197,3.12,004,person,11.297,24.783,6.64,,,,,,1.185,6.207,2,"motorcycle,person"
0235,train,motorcycle,0245_20231122_110357,4,006,bicycle,1.185,1.374,2.12,000,person,1.61,4.664,2.12,005,person,12.822,17.693,2.04,004,person,13.395,18.117,2.12,,,,,,1.185,7.253,2,"bicycle,person"
2187,train,motorcycle,0245_20231122_110357,3,001,person,5.469,15.33,1.72,000,person,21.946,33.723,1.72,003,person,30.001,40.703,1.72,,,,,,,,,,,5.469,19.139,0,person
2188,train,person,0246_20231122_110701,1,001,scooter,6.437,10.219,24.44,,,,,,,,,,,,,,,,,,,,,6.437,6.437,0,scooter
2189,train,scooter,0246_20231122_110701,1,000,person,6.437,10.219,24.44,,,,,,,,,,,,,,,,,,,,,6.437,6.437,0,person
2190,train,person,0247_20231122_110923,1,001,person,1.918,2.317,7.88,,,,,,,,,,,,,,,,,,,,,1.918,1.918,1,person
2191,train,person,0247_20231122_110923,1,000,person,1.918,2.317,7.88,,,,,,,,,,,,,,,,,,,,,1.918,1.918,1,person
2192,train,person,0248_20231122_110958,18,001,person,0.193,0.58,57.6,003,person,0.613,0.653,37.4,013,person,3.24,17.514,15.48,015,person,4.029,8.253,12.88,008,person,4.316,16.639,17.04,0.193,15.005,2,person
2193,train,person,0248_20231122_110958,16,000,person,0.193,0.58,57.6,003,person,0.561,0.671,37.4,013,person,3.464,13.482,13.08,015,person,4.215,8.169,12.88,008,person,4.498,13.103,14.64,0.193,14.658,2,person
2194,train,person,0248_20231122_110958,14,012,person,13.625,20.809,19.52,010,person,15.592,25.424,16.48,007,person,21.649,30.578,28.12,004,person,22.842,29.882,36.6,016,person,23.216,30.933,10.92,13.625,32.005,0,person
2195,train,person,0248_20231122_110958,9,001,person,0.548,0.671,37.4,000,person,0.61,0.653,37.4,009,person,18.245,21.67,21.48,006,person,18.849,23.332,30.32,004,person,18.856,26.907,32.08,0.548,20.876,2,person
2196,train,person,0248_20231122_110958,12,007,person,0.315,0.946,27.72,009,person,0.427,0.931,26.0,003,person,18.856,26.957,32.08,001,person,19.047,26.776,36.6,000,person,19.405,27.067,36.6,0.315,17.733,2,person
0236,train,person,0248_20231122_110958,16,017,person,0.036,1.514,10.56,010,person,0.15,1.438,16.56,014,person,0.237,1.479,12.88,018,person,0.439,0.987,8.88,016,person,0.645,1.276,9.6,0.036,10.029,6,person
2197,train,person,0248_20231122_110958,8,003,person,18.849,23.332,30.32,001,person,19.128,23.584,30.32,009,person,19.134,19.832,14.4,000,person,19.442,23.854,30.32,004,person,19.832,21.576,25.0,18.849,23.09,0,person
2198,train,person,0248_20231122_110958,12,004,person,0.315,0.946,27.72,009,person,1.397,1.758,26.4,003,person,19.137,23.689,23.2,001,person,19.346,24.279,28.12,010,person,19.355,21.412,8.6,0.315,17.828,2,person
2199,train,person,0248_20231122_110958,14,013,person,0.56,1.065,17.92,015,person,1.103,2.409,10.4,005,person,2.721,20.609,28.04,010,person,3.017,11.813,14.72,016,person,4.187,13.438,7.76,0.56,14.778,2,person
2200,train,person,0248_20231122_110958,13,004,person,0.427,0.93,26.0,007,person,1.397,1.761,26.4,003,person,18.245,21.67,21.48,001,person,18.437,22.929,27.76,000,person,18.795,23.122,27.76,0.427,18.52,2,person
2201,train,person,0248_20231122_110958,15,005,person,0.15,1.438,16.56,014,person,0.255,0.317,0.8,016,person,0.749,1.299,11.44,013,person,2.355,10.396,13.16,015,person,2.61,16.712,12.88,0.15,11.205,3,person
2202,train,person,0248_20231122_110958,10,018,person,6.947,9.724,8.88,005,person,7.393,13.357,20.08,014,person,7.456,12.446,12.88,017,person,8.512,12.513,10.56,010,person,8.573,13.187,5.76,6.947,11.703,0,person
2203,train,person,0248_20231122_110958,14,002,person,13.625,20.809,19.52,010,person,17.424,23.055,12.88,016,person,20.946,26.556,7.32,005,person,24.774,29.618,5.48,007,person,26.617,34.278,15.24,13.625,30.97,0,person
2204,train,person,0248_20231122_110958,13,008,person,0.56,1.065,17.92,015,person,0.851,1.885,8.84,005,person,1.983,13.597,17.92,010,person,2.355,10.396,13.16,000,person,3.24,16.944,15.48,0.56,14.134,3,person
2205,train,person,0248_20231122_110958,9,017,person,0.074,1.73,10.52,005,person,0.237,1.451,12.88,010,person,0.335,0.348,0.8,018,person,0.371,2.042,8.88,011,person,7.278,12.378,12.88,0.074,7.262,4,person
2206,train,person,0248_20231122_110958,13,013,person,0.851,1.902,8.84,008,person,0.955,2.355,10.4,005,person,2.341,14.311,12.24,010,person,2.61,16.712,12.88,000,person,4.029,8.31,12.88,0.851,14.829,2,person
2207,train,person,0248_20231122_110958,12,005,person,0.645,1.262,9.6,010,person,0.749,1.265,11.44,013,person,3.591,11.702,6.2,008,person,4.187,13.438,7.76,015,person,5.898,18.462,10.24,0.645,12.667,2,person
2208,train,person,0248_20231122_110958,7,005,person,0.036,1.583,10.56,014,person,0.074,1.71,10.52,018,person,1.249,2.402,8.44,011,person,8.512,12.793,10.56,000,person,12.241,12.49,0.76,0.036,10.296,3,person
2209,train,person,0248_20231122_110958,7,014,person,0.371,2.077,8.88,005,person,0.439,0.987,8.88,017,person,1.249,2.351,8.44,011,person,6.947,9.632,8.88,000,person,14.193,14.558,1.2,0.371,9.398,3,person
2210,train,person,0249_20231122_111130,6,001,person,13.432,30.041,26.0,002,person,20.51,33.759,19.92,004,person,28.649,34.338,13.0,003,person,28.889,38.438,18.72,005,person,32.887,40.99,11.36,13.432,27.944,0,person
2211,train,person,0249_20231122_111130,6,002,person,0.362,0.664,19.92,005,person,1.547,11.654,11.36,003,person,2.2,14.746,18.72,004,person,2.803,10.796,13.0,000,person,13.432,30.041,26.0,0.362,5.994,2,person
2212,train,person,0249_20231122_111130,6,001,person,0.362,0.63,19.92,005,person,1.046,11.489,11.36,003,person,1.746,14.444,18.64,004,person,2.318,10.402,13.0,006,person,15.538,27.135,6.8,0.362,6.92,3,person
2213,train,person,0249_20231122_111130,6,004,person,0.441,0.797,13.0,005,person,0.608,1.092,11.36,006,person,0.742,1.503,5.52,002,person,1.746,14.333,18.64,001,person,2.2,14.746,18.72,0.441,5.771,4,person
2214,train,person,0249_20231122_111130,5,003,person,0.441,0.797,13.0,005,person,1.31,1.802,8.2,002,person,2.318,10.402,13.0,001,person,2.803,10.796,13.0,000,person,28.649,34.338,13.0,0.441,7.104,2,person
0237,train,person,0249_20231122_111130,6,006,person,0.352,0.68,3.28,003,person,0.608,1.092,11.36,002,person,1.046,11.489,11.36,004,person,1.31,1.802,8.2,001,person,1.547,11.654,11.36,0.352,6.292,5,person
2215,train,person,0249_20231122_111130,6,005,person,0.352,0.752,3.28,003,person,0.742,1.503,5.52,004,person,1.45,1.45,0.12,002,person,15.538,27.731,6.8,001,person,15.618,30.976,8.68,0.352,12.833,3,person
2216,train,person,0250_20231122_111304,4,001,person,1.723,3.984,70.8,002,person,6.442,15.165,26.36,004,motorcycle,7.716,15.799,4.52,003,person,12.872,19.14,24.24,,,,,,1.723,7.188,1,"motorcycle,person"
2217,train,person,0250_20231122_111304,4,000,person,1.723,3.988,70.8,004,motorcycle,6.75,13.987,4.52,002,person,10.362,17.516,24.6,003,person,15.212,20.709,24.24,,,,,,1.723,8.512,1,"motorcycle,person"
2218,train,person,0250_20231122_111304,3,000,person,6.442,15.165,26.36,001,person,10.362,17.516,24.6,003,person,29.245,30.198,11.32,,,,,,,,,,,6.442,15.35,0,person
2219,train,person,0250_20231122_111304,3,000,person,12.872,19.14,24.24,001,person,15.212,20.806,24.24,002,person,28.966,30.155,11.32,,,,,,,,,,,12.872,19.017,0,person
2220,train,motorcycle,0250_20231122_111304,2,001,person,6.75,15.002,4.52,000,person,7.716,15.799,4.52,,,,,,,,,,,,,,,,6.75,7.233,0,person
2221,train,person,0251_20231122_111930,3,004,person,0.486,1.133,21.04,002,person,24.52,31.228,16.4,003,person,39.856,44.619,22.28,,,,,,,,,,,0.486,21.621,1,person
2222,train,person,0251_20231122_111930,1,002,person,1.562,10.625,14.2,,,,,,,,,,,,,,,,,,,,,1.562,1.562,1,person
2223,train,person,0251_20231122_111930,2,001,person,1.508,10.469,14.2,000,person,24.685,31.392,16.4,,,,,,,,,,,,,,,,1.508,13.096,1,person
2224,train,person,0251_20231122_111930,2,000,person,39.856,44.355,22.28,004,person,40.426,41.447,13.24,,,,,,,,,,,,,,,,39.856,40.141,0,person
2225,train,person,0251_20231122_111930,2,000,person,0.486,1.133,21.04,003,person,40.46,41.472,13.24,,,,,,,,,,,,,,,,0.486,20.473,1,person
0238,train,person,0252_20231122_112154,3,002,person,1.846,17.04,15.88,001,person,1.94,14.278,26.6,003,person,24.574,28.96,20.84,,,,,,,,,,,1.846,9.453,2,person
2226,train,person,0252_20231122_112154,2,003,person,1.536,15.73,27.64,000,person,1.94,14.278,26.6,,,,,,,,,,,,,,,,1.536,1.738,2,person
2227,train,person,0252_20231122_112154,2,000,person,1.846,17.04,15.88,004,motorcycle,19.511,37.908,4.48,,,,,,,,,,,,,,,,1.846,10.678,1,"motorcycle,person"
2228,train,person,0252_20231122_112154,2,001,person,1.536,15.73,27.64,000,person,24.574,28.96,20.84,,,,,,,,,,,,,,,,1.536,13.055,1,person
2229,train,motorcycle,0252_20231122_112154,1,002,person,19.511,40.037,4.48,,,,,,,,,,,,,,,,,,,,,19.511,19.511,0,person
0239,train,person,0253_20231122_112449,5,001,person,0.416,0.625,40.52,002,person,2.503,18.322,40.16,003,motorcycle,15.289,27.684,32.8,005,motorcycle,33.154,39.667,4.24,004,person,35.054,35.394,7.96,0.416,17.283,1,"motorcycle,person"
2230,train,person,0253_20231122_112449,3,000,person,0.416,0.628,40.52,002,person,3.033,18.132,39.96,003,motorcycle,15.775,27.717,32.6,,,,,,,,,,,0.416,6.408,1,"motorcycle,person"
