traj_id,split,class_name,seq_folder,n_coexisting_agents,coexisting_classes,min_dist_overall,n_frames_below_3m,n_close_agents,n1_traj_id,n1_class,n1_common_timestamps,n1_frames_below_3m,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_traj_id,n2_class,n2_common_timestamps,n2_frames_below_3m,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_traj_id,n3_class,n3_common_timestamps,n3_frames_below_3m,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_traj_id,n4_class,n4_common_timestamps,n4_frames_below_3m,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_traj_id,n5_class,n5_common_timestamps,n5_frames_below_3m,n5_min_dist,n5_mean_dist,n5_overlap_sec
1898,train,person,0213_20231031_123353,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,train,bicycle,0213_20231031_123353,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209,train,person,0213_20231031_123353,1,person,0.862,67,1,1895,person,67,67,0.862,1.453,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,train,person,0213_20231031_123353,2,person,0.626,49,1,1897,person,49,49,0.626,0.897,19.32,1902,person,3,0,37.394,37.72,0.92,,,,,,,,,,,,,,,,,,,,,
1901,train,bicycle,0213_20231031_123353,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,train,person,0213_20231031_123353,2,person,23.247,0,0,1897,person,34,0,23.247,31.316,13.48,1900,person,3,0,37.394,37.72,0.92,,,,,,,,,,,,,,,,,,,,,
1903,train,person,0213_20231031_123353,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,train,person,0213_20231031_123353,2,person,20.766,0,0,1896,person,24,0,20.766,27.674,9.28,1894,person,24,0,23.339,24.996,9.28,,,,,,,,,,,,,,,,,,,,,
1905,train,scooter,0213_20231031_123353,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,train,person,0214_20231031_123539,2,person,1.816,15,1,1909,person,109,15,1.816,8.321,43.24,1912,person,13,0,42.662,42.781,5.0,,,,,,,,,,,,,,,,,,,,,
1907,train,person,0214_20231031_123539,1,person,27.449,0,0,1919,person,40,0,27.449,31.071,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,train,person,0214_20231031_123539,3,"bicycle,motorcycle,person",1.53,4,1,0211,person,44,4,1.53,15.039,17.44,1920,motorcycle,16,0,3.319,18.911,6.12,1922,bicycle,14,0,10.44,20.593,5.36,,,,,,,,,,,,,,
1909,train,person,0214_20231031_123539,1,person,1.816,15,1,1906,person,109,15,1.816,8.321,43.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,train,person,0214_20231031_123539,1,person,2.394,3,1,0210,person,67,3,2.394,18.706,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,train,person,0214_20231031_123539,1,person,0.718,5,1,1913,person,14,5,0.718,4.12,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,train,person,0214_20231031_123539,1,person,42.662,0,0,1906,person,13,0,42.662,42.781,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,train,person,0214_20231031_123539,1,person,0.718,5,1,1911,person,14,5,0.718,4.12,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,train,person,0214_20231031_123539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0210,train,person,0214_20231031_123539,1,person,2.394,3,1,1910,person,67,3,2.394,18.706,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,train,person,0214_20231031_123539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0211,train,person,0214_20231031_123539,1,person,1.53,4,1,1908,person,44,4,1.53,15.039,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,train,bicycle,0214_20231031_123539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,train,person,0214_20231031_123539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,train,person,0214_20231031_123539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,train,person,0214_20231031_123539,1,person,27.449,0,0,1907,person,40,0,27.449,31.071,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,train,motorcycle,0214_20231031_123539,1,person,3.319,0,0,1908,person,16,0,3.319,18.911,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,train,motorcycle,0214_20231031_123539,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,train,bicycle,0214_20231031_123539,1,person,10.44,0,0,1908,person,14,0,10.44,20.593,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,train,person,0215_20231116_104151,1,bicycle,23.436,0,0,1925,bicycle,49,0,23.436,31.729,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,train,person,0215_20231116_104151,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,train,bicycle,0215_20231116_104151,1,person,23.436,0,0,1923,person,49,0,23.436,31.729,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,train,person,0215_20231116_104151,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,train,bicycle,0215_20231116_104151,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,train,person,0216_20231116_104853,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,train,bicycle,0216_20231116_104853,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,train,person,0216_20231116_104853,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,train,bicycle,0216_20231116_104853,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,train,bicycle,0216_20231116_104853,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,train,person,0217_20231116_105019,3,person,1.217,93,3,1935,person,102,69,1.217,3.203,40.56,1937,person,58,10,1.697,10.357,22.88,1934,person,127,14,1.863,16.607,50.52,,,,,,,,,,,,,,
1934,train,person,0217_20231116_105019,3,person,1.173,39,3,1937,person,58,7,1.173,11.096,22.88,1935,person,102,18,1.505,12.984,40.56,1933,person,127,14,1.863,16.607,50.52,,,,,,,,,,,,,,
1935,train,person,0217_20231116_105019,3,person,0.977,98,3,1937,person,58,11,0.977,9.456,22.88,1933,person,102,69,1.217,3.203,40.56,1934,person,102,18,1.505,12.984,40.56,,,,,,,,,,,,,,
1936,train,person,0217_20231116_105019,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,train,person,0217_20231116_105019,3,person,0.977,28,3,1935,person,58,11,0.977,9.456,22.88,1934,person,58,7,1.173,11.096,22.88,1933,person,58,10,1.697,10.357,22.88,,,,,,,,,,,,,,
0212,train,person,0217_20231116_105019,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,train,person,0218_20231116_105310,1,scooter,16.473,0,0,1945,scooter,25,0,16.473,22.668,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0213,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,train,bicycle,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,train,scooter,0218_20231116_105310,1,person,16.473,0,0,1942,person,25,0,16.473,22.668,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,train,person,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0214,train,bicycle,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,train,bicycle,0218_20231116_105310,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,train,person,0219_20231116_110049,1,stroller,1.381,24,1,1951,stroller,55,24,1.381,5.468,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,train,person,0219_20231116_110049,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,train,person,0219_20231116_110049,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,train,stroller,0219_20231116_110049,1,person,1.381,24,1,1948,person,55,24,1.381,5.468,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,train,person,0219_20231116_110049,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,train,person,0220_20231116_110657,2,"bicycle,person",1.438,25,1,0217,bicycle,25,25,1.438,1.839,9.6,1957,person,34,0,3.018,3.651,13.56,,,,,,,,,,,,,,,,,,,,,
1954,train,person,0220_20231116_110657,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,train,person,0220_20231116_110657,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0215,train,person,0220_20231116_110657,1,person,1.105,22,1,1958,person,22,22,1.105,1.473,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0216,train,person,0220_20231116_110657,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,train,person,0220_20231116_110657,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,train,person,0220_20231116_110657,2,"bicycle,person",2.239,3,1,0217,bicycle,5,3,2.239,2.871,1.6,1953,person,34,0,3.018,3.651,13.56,,,,,,,,,,,,,,,,,,,,,
0217,train,bicycle,0220_20231116_110657,2,person,1.438,28,2,1953,person,25,25,1.438,1.839,9.6,1957,person,5,3,2.239,2.871,1.6,,,,,,,,,,,,,,,,,,,,,
1958,train,person,0220_20231116_110657,1,person,1.105,22,1,0215,person,22,22,1.105,1.473,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,train,person,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,train,person,0221_20231116_110901,1,person,21.875,0,0,1961,person,35,0,21.875,25.568,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,train,person,0221_20231116_110901,1,person,21.875,0,0,1960,person,35,0,21.875,25.568,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,train,bicycle,0221_20231116_110901,1,person,27.302,0,0,1970,person,21,0,27.302,27.57,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,train,person,0221_20231116_110901,1,person,1.183,9,1,1964,person,75,9,1.183,11.831,29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0218,train,person,0221_20231116_110901,3,"bicycle,person",7.374,0,0,1974,bicycle,10,0,7.374,13.975,3.96,1968,person,44,0,18.455,22.49,17.52,1966,person,56,0,19.211,20.074,22.32,,,,,,,,,,,,,,
1964,train,person,0221_20231116_110901,1,person,1.183,9,1,1963,person,75,9,1.183,11.831,29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,train,person,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,train,person,0221_20231116_110901,3,"bicycle,person",19.211,0,0,0218,person,56,0,19.211,20.074,22.32,1974,bicycle,10,0,20.884,30.258,3.96,1968,person,44,0,27.065,30.443,17.52,,,,,,,,,,,,,,
1967,train,person,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,train,person,0221_20231116_110901,3,"bicycle,person",10.453,0,0,1974,bicycle,10,0,10.453,16.403,3.96,0218,person,44,0,18.455,22.49,17.52,1966,person,44,0,27.065,30.443,17.52,,,,,,,,,,,,,,
1969,train,person,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,train,person,0221_20231116_110901,1,bicycle,27.302,0,0,1962,bicycle,21,0,27.302,27.57,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,train,bicycle,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,train,bicycle,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,train,motorcycle,0221_20231116_110901,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,train,bicycle,0221_20231116_110901,3,person,7.374,0,0,0218,person,10,0,7.374,13.975,3.96,1968,person,10,0,10.453,16.403,3.96,1966,person,10,0,20.884,30.258,3.96,,,,,,,,,,,,,,
1975,train,person,0222_20231116_111131,4,person,6.152,0,0,1980,person,65,0,6.152,11.858,25.76,1977,person,76,0,7.217,21.703,30.28,1978,person,71,0,10.715,19.156,28.0,1981,person,25,0,11.686,15.675,9.84,,,,,,,
1976,train,person,0222_20231116_111131,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,train,person,0222_20231116_111131,4,person,1.822,10,3,1980,person,96,5,1.822,17.875,38.16,1981,person,56,2,2.328,16.439,22.24,1978,person,102,3,2.869,15.017,40.4,1975,person,76,0,7.217,21.703,30.28,,,,,,,
1978,train,person,0222_20231116_111131,4,person,2.869,3,1,1977,person,102,3,2.869,15.017,40.4,1981,person,56,0,3.439,10.165,22.24,1980,person,96,0,3.955,17.126,38.16,1975,person,71,0,10.715,19.156,28.0,,,,,,,
1979,train,person,0222_20231116_111131,1,person,10.205,0,0,1982,person,16,0,10.205,11.765,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,train,person,0222_20231116_111131,4,person,0.119,61,2,1981,person,56,56,0.119,1.4,22.24,1977,person,96,5,1.822,17.875,38.16,1978,person,96,0,3.955,17.126,38.16,1975,person,65,0,6.152,11.858,25.76,,,,,,,
1981,train,person,0222_20231116_111131,4,person,0.119,58,2,1980,person,56,56,0.119,1.4,22.24,1977,person,56,2,2.328,16.439,22.24,1978,person,56,0,3.439,10.165,22.24,1975,person,25,0,11.686,15.675,9.84,,,,,,,
1982,train,person,0222_20231116_111131,1,person,10.205,0,0,1979,person,16,0,10.205,11.765,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,train,person,0222_20231116_111131,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,train,person,0223_20231116_111250,1,person,16.279,0,0,1987,person,74,0,16.279,20.419,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0219,train,person,0223_20231116_111250,1,person,0.006,67,1,1986,person,76,67,0.006,0.888,30.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,train,person,0223_20231116_111250,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,train,person,0223_20231116_111250,1,person,0.006,67,1,0219,person,76,67,0.006,0.888,30.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,train,person,0223_20231116_111250,1,person,16.279,0,0,1984,person,74,0,16.279,20.419,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,train,person,0223_20231116_111250,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,train,person,0223_20231116_111250,1,bicycle,22.498,0,0,1991,bicycle,11,0,22.498,25.94,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,train,bicycle,0223_20231116_111250,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,train,bicycle,0223_20231116_111250,1,person,22.498,0,0,1989,person,11,0,22.498,25.94,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,train,person,0224_20231116_113136,1,scooter,19.086,0,0,1997,scooter,35,0,19.086,27.718,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,train,person,0224_20231116_113136,2,"bicycle,person",3.818,0,0,1995,bicycle,73,0,3.818,9.692,28.8,1994,person,83,0,21.855,31.488,32.8,,,,,,,,,,,,,,,,,,,,,
1994,train,person,0224_20231116_113136,2,"bicycle,person",17.857,0,0,1995,bicycle,73,0,17.857,28.238,28.8,1993,person,83,0,21.855,31.488,32.8,,,,,,,,,,,,,,,,,,,,,
1995,train,bicycle,0224_20231116_113136,2,person,3.818,0,0,1993,person,73,0,3.818,9.692,28.8,1994,person,73,0,17.857,28.238,28.8,,,,,,,,,,,,,,,,,,,,,
1996,train,person,0224_20231116_113136,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,train,scooter,0224_20231116_113136,1,person,19.086,0,0,1992,person,35,0,19.086,27.718,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,train,bicycle,0224_20231116_113136,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,train,person,0225_20231116_113337,1,person,1.19,5,1,2003,person,51,5,1.19,13.457,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,train,person,0225_20231116_113337,1,person,1.19,5,1,2000,person,51,5,1.19,13.457,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0220,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,train,bicycle,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,train,person,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,train,bicycle,0225_20231116_113337,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,train,person,0226_20231116_113644,2,person,2.558,2,1,2010,person,132,2,2.558,20.742,52.72,2015,person,52,0,34.383,40.785,20.6,,,,,,,,,,,,,,,,,,,,,
2010,train,person,0226_20231116_113644,2,person,2.558,2,1,2009,person,132,2,2.558,20.742,52.72,2015,person,48,0,30.39,34.112,19.12,,,,,,,,,,,,,,,,,,,,,
2011,train,person,0226_20231116_113644,2,person,8.499,0,0,2020,person,35,0,8.499,24.298,13.76,2016,person,35,0,9.232,14.254,13.8,,,,,,,,,,,,,,,,,,,,,
2012,train,person,0226_20231116_113644,2,bicycle,4.272,0,0,2017,bicycle,51,0,4.272,15.716,20.32,2018,bicycle,10,0,37.039,38.814,3.68,,,,,,,,,,,,,,,,,,,,,
2013,train,person,0226_20231116_113644,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,train,person,0226_20231116_113644,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,train,person,0226_20231116_113644,2,person,30.39,0,0,2010,person,48,0,30.39,34.112,19.12,2009,person,52,0,34.383,40.785,20.6,,,,,,,,,,,,,,,,,,,,,
2016,train,person,0226_20231116_113644,1,person,9.232,0,0,2011,person,35,0,9.232,14.254,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,train,bicycle,0226_20231116_113644,2,"bicycle,person",4.272,0,0,2012,person,51,0,4.272,15.716,20.32,2018,bicycle,3,0,37.718,37.989,1.12,,,,,,,,,,,,,,,,,,,,,
2018,train,bicycle,0226_20231116_113644,2,"bicycle,person",37.039,0,0,2012,person,10,0,37.039,38.814,3.68,2017,bicycle,3,0,37.718,37.989,1.12,,,,,,,,,,,,,,,,,,,,,
2019,train,person,0226_20231116_113644,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,train,person,0226_20231116_113644,1,person,8.499,0,0,2011,person,35,0,8.499,24.298,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,train,person,0226_20231116_113644,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,train,person,0227_20231116_114809,2,person,3.084,0,0,2025,person,67,0,3.084,9.004,26.72,2026,person,33,0,6.578,17.255,12.92,,,,,,,,,,,,,,,,,,,,,
2023,train,person,0227_20231116_114809,1,person,17.906,0,0,2027,person,31,0,17.906,22.91,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0221,train,person,0227_20231116_114809,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,train,person,0227_20231116_114809,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,train,person,0227_20231116_114809,1,person,3.084,0,0,2022,person,67,0,3.084,9.004,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,train,person,0227_20231116_114809,1,person,6.578,0,0,2022,person,33,0,6.578,17.255,12.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,train,person,0227_20231116_114809,1,person,17.906,0,0,2023,person,31,0,17.906,22.91,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,train,bicycle,0227_20231116_114809,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,train,person,0228_20231116_115205,1,person,1.244,8,1,2035,person,56,8,1.244,10.15,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,train,person,0228_20231116_115205,2,person,15.958,0,0,2039,person,22,0,15.958,17.806,8.48,2037,person,41,0,18.746,21.284,16.2,,,,,,,,,,,,,,,,,,,,,
2031,train,person,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,train,person,0228_20231116_115205,1,person,3.92,0,0,2038,person,28,0,3.92,13.941,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,train,person,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,train,person,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,train,person,0228_20231116_115205,1,person,1.244,8,1,2029,person,56,8,1.244,10.15,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,train,bicycle,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,train,person,0228_20231116_115205,2,person,1.135,16,1,2039,person,22,16,1.135,2.319,8.48,2030,person,41,0,18.746,21.284,16.2,,,,,,,,,,,,,,,,,,,,,
2038,train,person,0228_20231116_115205,1,person,3.92,0,0,2032,person,28,0,3.92,13.941,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,train,person,0228_20231116_115205,2,person,1.135,16,1,2037,person,22,16,1.135,2.319,8.48,2030,person,22,0,15.958,17.806,8.48,,,,,,,,,,,,,,,,,,,,,
2040,train,person,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,train,bicycle,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,train,bicycle,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,train,bicycle,0228_20231116_115205,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,train,person,0229_20231116_115512,2,"bicycle,person",45.738,0,0,2049,person,7,0,45.738,46.067,2.64,2048,bicycle,16,0,48.084,48.656,6.24,,,,,,,,,,,,,,,,,,,,,
2045,train,person,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,train,bicycle,0229_20231116_115512,2,person,19.06,0,0,2052,person,52,0,19.06,28.52,20.72,2051,person,16,0,31.84,34.707,6.04,,,,,,,,,,,,,,,,,,,,,
2047,train,person,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0222,train,person,0229_20231116_115512,1,person,23.659,0,0,2056,person,35,0,23.659,32.014,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,train,bicycle,0229_20231116_115512,2,person,8.532,0,0,2049,person,60,0,8.532,13.881,23.84,2044,person,16,0,48.084,48.656,6.24,,,,,,,,,,,,,,,,,,,,,
2049,train,person,0229_20231116_115512,2,"bicycle,person",8.532,0,0,2048,bicycle,60,0,8.532,13.881,23.84,2044,person,7,0,45.738,46.067,2.64,,,,,,,,,,,,,,,,,,,,,
2050,train,person,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,train,person,0229_20231116_115512,1,bicycle,31.84,0,0,2046,bicycle,16,0,31.84,34.707,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,train,person,0229_20231116_115512,1,bicycle,19.06,0,0,2046,bicycle,52,0,19.06,28.52,20.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,train,person,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,train,person,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,train,bicycle,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,train,person,0229_20231116_115512,1,person,23.659,0,0,0222,person,35,0,23.659,32.014,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,train,bicycle,0229_20231116_115512,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0223,train,person,0230_20231116_115638,2,person,2.058,4,1,2058,person,250,4,2.058,21.056,99.84,2062,person,81,0,26.561,34.556,32.0,,,,,,,,,,,,,,,,,,,,,
2058,train,person,0230_20231116_115638,2,person,2.058,4,1,0223,person,250,4,2.058,21.056,99.84,2062,person,29,0,16.79,20.951,11.44,,,,,,,,,,,,,,,,,,,,,
2059,train,bicycle,0230_20231116_115638,0,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
