traj_id,split,class_name,seq_folder,total_interactions,interactions_with_vrus,interactions_with_vehicles,n_vru_coexisting,n_vru_close,min_dist_vru,n_frames_below_3m_vru,vru_classes_nearby,n_vehicle_coexisting,n_vehicle_close,min_dist_vehicle,n_frames_below_3m_veh,closest_agent_id,closest_agent_type,closest_agent_class,closest_agent_dist,closest_agent_common_ts
1800,train,person,0207_20231031_121521,2,0,2,0,0,-1,0,,2,0,6.398,0,1069,vehicle,truck,6.398,44
1801,train,person,0208_20231031_121732,6,2,4,2,0,13.505,0,"bicycle,person",4,0,8.101,0,1006,vehicle,car,8.101,15
1802,train,person,0208_20231031_121732,7,1,6,1,1,1.468,4,person,6,0,6.53,0,008,vru,person,1.468,49
0201,train,person,0208_20231031_121732,4,0,4,0,0,-1,0,,4,0,6.798,0,1049,vehicle,car,6.798,13
1803,train,person,0208_20231031_121732,4,0,4,0,0,-1,0,,4,0,6.239,0,1046,vehicle,car,6.239,13
1804,train,person,0208_20231031_121732,2,0,2,0,0,-1,0,,2,0,3.999,0,1060,vehicle,car,3.999,40
1805,train,person,0208_20231031_121732,5,2,3,2,0,13.505,0,"bicycle,person",3,0,5.718,0,1073,vehicle,car,5.718,20
1806,train,person,0208_20231031_121732,7,0,7,0,0,-1,0,,7,0,5.154,0,1059,vehicle,car,5.154,15
1807,train,person,0208_20231031_121732,5,1,4,1,0,14.011,0,bicycle,4,0,6.813,0,1066,vehicle,car,6.813,15
1808,train,person,0208_20231031_121732,2,1,1,1,1,1.468,4,person,1,0,3.711,0,001,vru,person,1.468,49
1809,train,person,0208_20231031_121732,3,2,1,2,2,1.121,7,person,1,0,24.092,0,014,vru,person,1.121,32
0202,train,person,0208_20231031_121732,2,0,2,0,0,-1,0,,2,0,4.289,0,1004,vehicle,car,4.289,14
1810,train,person,0208_20231031_121732,3,1,2,1,0,12.165,0,person,2,0,9.104,0,1017,vehicle,car,9.104,2
1811,train,bicycle,0208_20231031_121732,1,0,1,0,0,-1,0,,1,0,9.639,0,1091,vehicle,car,9.639,41
1812,train,person,0208_20231031_121732,3,2,1,2,2,1.564,35,person,1,0,5.865,0,014,vru,person,1.564,32
1813,train,person,0208_20231031_121732,3,2,1,2,2,1.121,36,person,1,0,5.419,0,009,vru,person,1.121,32
1814,train,person,0208_20231031_121732,3,1,2,1,0,12.165,0,person,2,0,16.474,0,011,vru,person,12.165,29
1815,train,person,0208_20231031_121732,3,0,3,0,0,-1,0,,3,0,8.367,0,1037,vehicle,car,8.367,8
1816,train,person,0208_20231031_121732,1,0,1,0,0,-1,0,,1,0,15.736,0,1061,vehicle,car,15.736,11
0203,train,person,0208_20231031_121732,1,0,1,0,0,-1,0,,1,0,28.752,0,1036,vehicle,car,28.752,25
1817,train,person,0208_20231031_121732,1,0,1,0,0,-1,0,,1,0,8.989,0,1085,vehicle,car,8.989,23
1818,train,person,0208_20231031_121732,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1819,train,person,0208_20231031_121732,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1820,train,motorcycle,0208_20231031_121732,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1821,train,bicycle,0208_20231031_121732,2,2,0,2,0,22.676,0,person,0,0,-1,0,005,vru,person,22.676,16
1822,train,bicycle,0208_20231031_121732,2,1,1,1,0,14.011,0,person,1,0,29.55,0,007,vru,person,14.011,14
1823,train,motorcycle,0208_20231031_121732,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1824,train,person,0209_20231031_122343,3,0,3,0,0,-1,0,,3,0,14.181,0,1011,vehicle,car,14.181,21
1825,train,bicycle,0209_20231031_122343,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1826,train,person,0209_20231031_122343,4,1,3,1,0,26.435,0,person,3,0,5.714,0,1063,vehicle,car,5.714,10
1827,train,person,0209_20231031_122343,6,1,5,1,0,18.155,0,motorcycle,5,0,4.695,0,1042,vehicle,car,4.695,13
1828,train,person,0209_20231031_122343,4,1,3,1,0,30.085,0,person,3,0,9.683,0,1004,vehicle,car,9.683,14
1829,train,person,0209_20231031_122343,2,0,2,0,0,-1,0,,2,0,14.972,0,1067,vehicle,car,14.972,13
1830,train,person,0209_20231031_122343,3,1,2,1,0,30.085,0,person,2,0,13.736,0,1078,vehicle,car,13.736,65
1831,train,person,0209_20231031_122343,2,0,2,0,0,-1,0,,2,0,22.824,0,1007,vehicle,car,22.824,17
1832,train,person,0209_20231031_122343,3,0,3,0,0,-1,0,,3,0,7.71,0,1026,vehicle,car,7.71,18
0204,train,person,0209_20231031_122343,2,1,1,1,0,18.888,0,person,1,0,7.514,0,1088,vehicle,car,7.514,56
1833,train,person,0209_20231031_122343,2,1,1,1,0,18.888,0,person,1,0,15.509,0,1088,vehicle,car,15.509,54
1834,train,person,0209_20231031_122343,3,0,3,0,0,-1,0,,3,0,14.853,0,1076,vehicle,truck,14.853,43
1835,train,bicycle,0209_20231031_122343,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1836,train,person,0209_20231031_122343,2,0,2,0,0,-1,0,,2,0,18.954,0,1088,vehicle,car,18.954,30
1837,train,person,0209_20231031_122343,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
0205,train,person,0209_20231031_122343,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1838,train,person,0209_20231031_122343,2,1,1,1,0,26.435,0,person,1,0,24.559,0,1087,vehicle,car,24.559,11
1839,train,bicycle,0209_20231031_122343,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1840,train,bicycle,0209_20231031_122343,1,0,1,0,0,-1,0,,1,0,22.408,0,1090,vehicle,car,22.408,17
1841,train,motorcycle,0209_20231031_122343,5,1,4,1,0,18.155,0,person,4,0,4.006,0,1089,vehicle,car,4.006,12
1842,train,person,0210_20231031_122646,6,0,6,0,0,-1,0,,6,0,8.092,0,1103,vehicle,car,8.092,16
1843,train,person,0210_20231031_122646,3,2,1,2,0,23.213,0,person,1,0,5.898,0,1057,vehicle,car,5.898,17
1844,train,person,0210_20231031_122646,8,2,6,2,0,20.985,0,person,6,0,3.516,0,1102,vehicle,car,3.516,16
1845,train,person,0210_20231031_122646,2,0,2,0,0,-1,0,,2,0,6.881,0,1055,vehicle,car,6.881,12
1846,train,bicycle,0210_20231031_122646,8,0,8,0,0,-1,0,,8,0,18.598,0,1023,vehicle,car,18.598,12
1847,train,person,0210_20231031_122646,7,2,5,2,1,1.047,4,person,5,0,4.185,0,006,vru,person,1.047,37
1848,train,person,0210_20231031_122646,6,2,4,2,1,1.047,4,"bicycle,person",4,0,3.406,0,005,vru,person,1.047,37
1849,train,bicycle,0210_20231031_122646,3,1,2,1,1,2.278,6,person,2,0,11.3,0,010,vru,person,2.278,39
1850,train,person,0210_20231031_122646,1,1,0,1,0,23.213,0,person,0,0,-1,0,001,vru,person,23.213,62
1851,train,person,0210_20231031_122646,1,1,0,1,0,15.864,0,person,0,0,-1,0,019,vru,person,15.864,36
1852,train,person,0210_20231031_122646,3,1,2,1,1,2.278,6,bicycle,2,0,13.528,0,007,vru,bicycle,2.278,39
1853,train,person,0210_20231031_122646,3,0,3,0,0,-1,0,,3,0,10.402,0,1043,vehicle,car,10.402,40
1854,train,person,0210_20231031_122646,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1855,train,person,0210_20231031_122646,6,1,5,1,0,20.985,0,person,5,0,9.325,0,1109,vehicle,car,9.325,17
1856,train,person,0210_20231031_122646,1,1,0,1,1,1.312,25,person,0,0,-1,0,018,vru,person,1.312,25
1857,train,person,0210_20231031_122646,3,1,2,1,0,35.794,0,bicycle,2,0,7.644,0,1116,vehicle,car,7.644,46
1858,train,person,0210_20231031_122646,1,0,1,0,0,-1,0,,1,0,3.741,0,1019,vehicle,car,3.741,26
1859,train,bicycle,0210_20231031_122646,2,1,1,1,0,35.794,0,person,1,0,23.469,0,1116,vehicle,car,23.469,23
1860,train,person,0210_20231031_122646,1,1,0,1,1,1.312,25,person,0,0,-1,0,014,vru,person,1.312,25
1861,train,person,0210_20231031_122646,1,1,0,1,0,15.864,0,person,0,0,-1,0,009,vru,person,15.864,36
1862,train,person,0210_20231031_122646,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1863,train,person,0210_20231031_122646,4,0,4,0,0,-1,0,,4,0,12.662,0,1107,vehicle,car,12.662,16
1864,train,person,0210_20231031_122646,3,1,2,1,0,12.451,0,person,2,0,25.525,0,005,vru,person,12.451,12
1865,train,bicycle,0210_20231031_122646,2,0,2,0,0,-1,0,,2,0,24.642,0,1086,vehicle,car,24.642,19
1866,train,bicycle,0210_20231031_122646,4,1,3,1,0,10.51,0,person,3,1,2.031,4,1123,vehicle,car,2.031,15
1867,train,person,0211_20231031_122945,5,1,4,1,0,30.421,0,person,4,0,14.584,0,1005,vehicle,car,14.584,19
0206,train,person,0211_20231031_122945,6,2,4,2,0,26.698,0,person,4,0,16.032,0,1059,vehicle,car,16.032,97
1868,train,person,0211_20231031_122945,8,1,7,1,0,26.698,0,person,7,0,3.831,0,1034,vehicle,car,3.831,17
1869,train,person,0211_20231031_122945,7,0,7,0,0,-1,0,,7,0,6.413,0,1058,vehicle,car,6.413,96
1870,train,person,0211_20231031_122945,6,1,5,1,0,26.051,0,person,5,0,5.25,0,1031,vehicle,car,5.25,30
1871,train,person,0211_20231031_122945,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1872,train,person,0211_20231031_122945,3,2,1,2,1,2.78,2,person,1,0,29.468,0,013,vru,person,2.78,31
1873,train,person,0211_20231031_122945,3,2,1,2,1,1.615,5,person,1,0,21.789,0,013,vru,person,1.615,30
1874,train,person,0211_20231031_122945,2,1,1,1,0,30.421,0,person,1,0,16.035,0,1036,vehicle,car,16.035,13
1875,train,person,0211_20231031_122945,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1876,train,person,0211_20231031_122945,2,0,2,0,0,-1,0,,2,0,6.536,0,1015,vehicle,car,6.536,6
1877,train,person,0211_20231031_122945,2,1,1,1,0,36.382,0,person,1,0,23.955,0,1059,vehicle,car,23.955,3
1878,train,scooter,0211_20231031_122945,4,1,3,1,0,8.037,0,bicycle,3,1,2.63,5,1013,vehicle,car,2.63,28
1879,train,person,0211_20231031_122945,2,2,0,2,2,1.615,7,person,0,0,-1,0,007,vru,person,1.615,30
1880,train,person,0211_20231031_122945,5,1,4,1,0,26.051,0,person,4,0,3.109,0,1024,vehicle,car,3.109,16
1881,train,bicycle,0211_20231031_122945,4,1,3,1,0,8.037,0,scooter,3,0,8.173,0,012,vru,scooter,8.037,20
0207,train,person,0212_20231031_123108,6,1,5,1,0,3.087,0,bicycle,5,0,9.597,0,001,vru,bicycle,3.087,172
1882,train,bicycle,0212_20231031_123108,6,1,5,1,0,3.087,0,person,5,0,7.387,0,000,vru,person,3.087,172
1883,train,person,0212_20231031_123108,3,0,3,0,0,-1,0,,3,0,6.346,0,1057,vehicle,car,6.346,30
1884,train,person,0212_20231031_123108,7,0,7,0,0,-1,0,,7,0,6.725,0,1078,vehicle,car,6.725,103
0208,train,person,0212_20231031_123108,3,1,2,1,0,27.63,0,person,2,0,33.811,0,011,vru,person,27.63,55
1885,train,person,0212_20231031_123108,4,0,4,0,0,-1,0,,4,0,8.469,0,1003,vehicle,car,8.469,17
1886,train,person,0212_20231031_123108,3,2,1,2,1,2.119,40,"person,scooter",1,0,20.858,0,010,vru,person,2.119,58
1887,train,person,0212_20231031_123108,2,0,2,0,0,-1,0,,2,0,10.671,0,1066,vehicle,car,10.671,24
1888,train,bicycle,0212_20231031_123108,6,1,5,1,0,34.518,0,scooter,5,0,5.905,0,1004,vehicle,car,5.905,17
1889,train,person,0212_20231031_123108,1,0,1,0,0,-1,0,,1,0,8.296,0,1072,vehicle,car,8.296,54
1890,train,person,0212_20231031_123108,2,1,1,1,1,2.119,40,person,1,0,23.082,0,006,vru,person,2.119,58
1891,train,person,0212_20231031_123108,2,1,1,1,0,27.63,0,person,1,0,11.72,0,1078,vehicle,car,11.72,55
1892,train,person,0212_20231031_123108,4,0,4,0,0,-1,0,,4,0,19.799,0,1014,vehicle,car,19.799,26
1893,train,scooter,0212_20231031_123108,3,2,1,2,0,34.518,0,"bicycle,person",1,0,15.708,0,1062,vehicle,car,15.708,10
1894,train,person,0213_20231031_123353,4,2,2,2,0,14.471,0,person,2,0,14.959,0,002,vru,person,14.471,118
1895,train,person,0213_20231031_123353,4,1,3,1,1,0.862,67,person,3,0,15.925,0,006,vru,person,0.862,67
1896,train,person,0213_20231031_123353,3,2,1,2,0,14.471,0,person,1,0,25.953,0,000,vru,person,14.471,118
1897,train,person,0213_20231031_123353,2,2,0,2,1,0.626,49,person,0,0,-1,0,007,vru,person,0.626,49
1898,train,person,0213_20231031_123353,2,0,2,0,0,-1,0,,2,0,5.685,0,1052,vehicle,car,5.685,28
1899,train,bicycle,0213_20231031_123353,4,0,4,0,0,-1,0,,4,0,10.656,0,1014,vehicle,car,10.656,13
0209,train,person,0213_20231031_123353,4,1,3,1,1,0.862,67,person,3,0,14.582,0,001,vru,person,0.862,67
1900,train,person,0213_20231031_123353,2,2,0,2,1,0.626,49,person,0,0,-1,0,003,vru,person,0.626,49
1901,train,bicycle,0213_20231031_123353,2,0,2,0,0,-1,0,,2,0,35.857,0,1019,vehicle,car,35.857,2
1902,train,person,0213_20231031_123353,2,2,0,2,0,23.247,0,person,0,0,-1,0,003,vru,person,23.247,34
1903,train,person,0213_20231031_123353,5,0,5,0,0,-1,0,,5,0,4.371,0,1022,vehicle,car,4.371,6
1904,train,person,0213_20231031_123353,3,2,1,2,0,20.766,0,person,1,0,10.555,0,1053,vehicle,car,10.555,18
1905,train,scooter,0213_20231031_123353,2,0,2,0,0,-1,0,,2,0,4.796,0,1051,vehicle,car,4.796,16
1906,train,person,0214_20231031_123539,7,2,5,2,1,1.816,15,person,5,0,8.052,0,003,vru,person,1.816,109
1907,train,person,0214_20231031_123539,5,1,4,1,0,27.449,0,person,4,0,6.305,0,1045,vehicle,car,6.305,20
1908,train,person,0214_20231031_123539,5,3,2,3,1,1.53,4,"bicycle,motorcycle,person",2,0,11.011,0,011,vru,person,1.53,44
1909,train,person,0214_20231031_123539,3,1,2,1,1,1.816,15,person,2,0,3.656,0,000,vru,person,1.816,109
1910,train,person,0214_20231031_123539,5,1,4,1,1,2.394,3,person,4,0,6.838,0,009,vru,person,2.394,67
1911,train,person,0214_20231031_123539,4,1,3,1,1,0.718,5,person,3,0,19.18,0,007,vru,person,0.718,14
1912,train,person,0214_20231031_123539,2,1,1,1,0,42.662,0,person,1,0,7.007,0,1064,vehicle,car,7.007,16
1913,train,person,0214_20231031_123539,6,1,5,1,1,0.718,5,person,5,0,7.116,0,005,vru,person,0.718,14
1914,train,person,0214_20231031_123539,4,0,4,0,0,-1,0,,4,0,3.516,0,1047,vehicle,car,3.516,14
0210,train,person,0214_20231031_123539,3,1,2,1,1,2.394,3,person,2,0,10.853,0,004,vru,person,2.394,67
1915,train,person,0214_20231031_123539,4,0,4,0,0,-1,0,,4,0,8.606,0,1089,vehicle,car,8.606,55
0211,train,person,0214_20231031_123539,3,1,2,1,1,1.53,4,person,2,0,8.966,0,002,vru,person,1.53,44
1916,train,bicycle,0214_20231031_123539,6,0,6,0,0,-1,0,,6,0,4.919,0,1013,vehicle,car,4.919,23
1917,train,person,0214_20231031_123539,1,0,1,0,0,-1,0,,1,0,7.002,0,1017,vehicle,car,7.002,13
1918,train,person,0214_20231031_123539,2,0,2,0,0,-1,0,,2,0,8.995,0,1106,vehicle,car,8.995,39
1919,train,person,0214_20231031_123539,2,1,1,1,0,27.449,0,person,1,0,37.035,0,001,vru,person,27.449,40
1920,train,motorcycle,0214_20231031_123539,1,1,0,1,0,3.319,0,person,0,0,-1,0,002,vru,person,3.319,16
1921,train,motorcycle,0214_20231031_123539,1,0,1,0,0,-1,0,,1,0,11.163,0,1022,vehicle,car,11.163,9
1922,train,bicycle,0214_20231031_123539,2,1,1,1,0,10.44,0,person,1,0,34.772,0,002,vru,person,10.44,14
1923,train,person,0215_20231116_104151,2,1,1,1,0,23.436,0,bicycle,1,0,32.446,0,002,vru,bicycle,23.436,49
1924,train,person,0215_20231116_104151,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1925,train,bicycle,0215_20231116_104151,1,1,0,1,0,23.436,0,person,0,0,-1,0,000,vru,person,23.436,49
1926,train,person,0215_20231116_104151,2,0,2,0,0,-1,0,,2,0,23.749,0,1021,vehicle,truck,23.749,5
1927,train,bicycle,0215_20231116_104151,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1928,train,person,0216_20231116_104853,3,0,3,0,0,-1,0,,3,0,3.629,0,1039,vehicle,car,3.629,16
1929,train,bicycle,0216_20231116_104853,4,0,4,0,0,-1,0,,4,1,2.474,1,1005,vehicle,car,2.474,14
1930,train,person,0216_20231116_104853,7,0,7,0,0,-1,0,,7,0,5.45,0,1030,vehicle,car,5.45,8
1931,train,bicycle,0216_20231116_104853,1,0,1,0,0,-1,0,,1,0,42.094,0,1026,vehicle,car,42.094,2
1932,train,bicycle,0216_20231116_104853,5,0,5,0,0,-1,0,,5,0,8.07,0,1019,vehicle,car,8.07,25
1933,train,person,0217_20231116_105019,5,3,2,3,3,1.217,93,person,2,0,13.663,0,002,vru,person,1.217,102
1934,train,person,0217_20231116_105019,4,3,1,3,3,1.173,39,person,1,0,11.27,0,004,vru,person,1.173,58
1935,train,person,0217_20231116_105019,4,3,1,3,3,0.977,98,person,1,0,12.777,0,004,vru,person,0.977,58
1936,train,person,0217_20231116_105019,1,0,1,0,0,-1,0,,1,0,13.854,0,1015,vehicle,car,13.854,77
1937,train,person,0217_20231116_105019,3,3,0,3,3,0.977,28,person,0,0,-1,0,002,vru,person,0.977,58
0212,train,person,0217_20231116_105019,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1938,train,person,0218_20231116_105310,9,0,9,0,0,-1,0,,9,0,3.51,0,1026,vehicle,car,3.51,12
1939,train,person,0218_20231116_105310,6,0,6,0,0,-1,0,,6,0,7.174,0,1020,vehicle,car,7.174,21
1940,train,person,0218_20231116_105310,7,0,7,0,0,-1,0,,7,0,3.705,0,1046,vehicle,car,3.705,41
1941,train,person,0218_20231116_105310,4,0,4,0,0,-1,0,,4,0,7.824,0,1005,vehicle,car,7.824,13
1942,train,person,0218_20231116_105310,1,1,0,1,0,16.473,0,scooter,0,0,-1,0,008,vru,scooter,16.473,25
0213,train,person,0218_20231116_105310,5,0,5,0,0,-1,0,,5,0,3.571,0,1017,vehicle,car,3.571,35
1943,train,person,0218_20231116_105310,2,0,2,0,0,-1,0,,2,0,10.678,0,1043,vehicle,car,10.678,23
1944,train,bicycle,0218_20231116_105310,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1945,train,scooter,0218_20231116_105310,1,1,0,1,0,16.473,0,person,0,0,-1,0,004,vru,person,16.473,25
1946,train,person,0218_20231116_105310,1,0,1,0,0,-1,0,,1,0,7.68,0,1039,vehicle,car,7.68,12
0214,train,bicycle,0218_20231116_105310,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1947,train,bicycle,0218_20231116_105310,1,0,1,0,0,-1,0,,1,0,13.981,0,1024,vehicle,car,13.981,9
1948,train,person,0219_20231116_110049,4,1,3,1,1,1.381,24,stroller,3,0,20.785,0,003,vru,stroller,1.381,55
1949,train,person,0219_20231116_110049,2,0,2,0,0,-1,0,,2,0,11.783,0,1030,vehicle,car,11.783,16
1950,train,person,0219_20231116_110049,3,0,3,0,0,-1,0,,3,0,3.706,0,1002,vehicle,car,3.706,14
1951,train,stroller,0219_20231116_110049,3,1,2,1,1,1.381,24,person,2,0,24.237,0,000,vru,person,1.381,55
1952,train,person,0219_20231116_110049,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1953,train,person,0220_20231116_110657,2,2,0,2,1,1.438,25,"bicycle,person",0,0,-1,0,007,vru,bicycle,1.438,25
1954,train,person,0220_20231116_110657,6,0,6,0,0,-1,0,,6,0,5.239,0,1006,vehicle,car,5.239,52
1955,train,person,0220_20231116_110657,2,0,2,0,0,-1,0,,2,0,6.93,0,1000,vehicle,car,6.93,4
0215,train,person,0220_20231116_110657,1,1,0,1,1,1.105,22,person,0,0,-1,0,008,vru,person,1.105,22
0216,train,person,0220_20231116_110657,5,0,5,0,0,-1,0,,5,1,0.863,39,1013,vehicle,car,0.863,39
1956,train,person,0220_20231116_110657,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1957,train,person,0220_20231116_110657,2,2,0,2,1,2.239,3,"bicycle,person",0,0,-1,0,007,vru,bicycle,2.239,5
0217,train,bicycle,0220_20231116_110657,2,2,0,2,2,1.438,28,person,0,0,-1,0,000,vru,person,1.438,25
1958,train,person,0220_20231116_110657,1,1,0,1,1,1.105,22,person,0,0,-1,0,003,vru,person,1.105,22
1959,train,person,0221_20231116_110901,1,0,1,0,0,-1,0,,1,0,4.045,0,1045,vehicle,truck,4.045,14
1960,train,person,0221_20231116_110901,9,1,8,1,0,21.875,0,person,8,0,3.542,0,1087,vehicle,car,3.542,173
1961,train,person,0221_20231116_110901,5,1,4,1,0,21.875,0,person,4,0,3.701,0,1062,vehicle,car,3.701,11
1962,train,bicycle,0221_20231116_110901,6,1,5,1,0,27.302,0,person,5,0,12.363,0,1060,vehicle,car,12.363,18
1963,train,person,0221_20231116_110901,7,1,6,1,1,1.183,9,person,6,0,4.226,0,006,vru,person,1.183,75
0218,train,person,0221_20231116_110901,9,3,6,3,0,7.374,0,"bicycle,person",6,0,3.733,0,1063,vehicle,car,3.733,19
1964,train,person,0221_20231116_110901,7,1,6,1,1,1.183,9,person,6,0,5.3,0,004,vru,person,1.183,75
1965,train,person,0221_20231116_110901,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1966,train,person,0221_20231116_110901,8,3,5,3,0,19.211,0,"bicycle,person",5,0,7.111,0,1053,vehicle,car,7.111,10
1967,train,person,0221_20231116_110901,3,0,3,0,0,-1,0,,3,0,6.899,0,1023,vehicle,car,6.899,15
1968,train,person,0221_20231116_110901,7,3,4,3,0,10.453,0,"bicycle,person",4,0,5.132,0,1071,vehicle,car,5.132,16
1969,train,person,0221_20231116_110901,1,0,1,0,0,-1,0,,1,0,7.572,0,1004,vehicle,car,7.572,12
1970,train,person,0221_20231116_110901,3,1,2,1,0,27.302,0,bicycle,2,0,14.709,0,1086,vehicle,car,14.709,6
1971,train,bicycle,0221_20231116_110901,1,0,1,0,0,-1,0,,1,0,23.029,0,1009,vehicle,car,23.029,4
1972,train,bicycle,0221_20231116_110901,2,0,2,0,0,-1,0,,2,0,12.747,0,1017,vehicle,car,12.747,4
1973,train,motorcycle,0221_20231116_110901,3,0,3,0,0,-1,0,,3,0,8.866,0,1072,vehicle,car,8.866,13
1974,train,bicycle,0221_20231116_110901,4,3,1,3,0,7.374,0,person,1,0,11.854,0,005,vru,person,7.374,10
1975,train,person,0222_20231116_111131,7,4,3,4,0,6.152,0,person,3,0,5.838,0,1009,vehicle,car,5.838,13
1976,train,person,0222_20231116_111131,2,0,2,0,0,-1,0,,2,0,8.168,0,1013,vehicle,car,8.168,19
1977,train,person,0222_20231116_111131,7,4,3,4,3,1.822,10,person,3,0,5.446,0,005,vru,person,1.822,96
1978,train,person,0222_20231116_111131,7,4,3,4,1,2.869,3,person,3,0,4.732,0,002,vru,person,2.869,102
1979,train,person,0222_20231116_111131,1,1,0,1,0,10.205,0,person,0,0,-1,0,007,vru,person,10.205,16
1980,train,person,0222_20231116_111131,7,4,3,4,2,0.119,61,person,3,0,4.056,0,006,vru,person,0.119,56
1981,train,person,0222_20231116_111131,7,4,3,4,2,0.119,58,person,3,0,4.038,0,005,vru,person,0.119,56
1982,train,person,0222_20231116_111131,1,1,0,1,0,10.205,0,person,0,0,-1,0,004,vru,person,10.205,16
1983,train,person,0222_20231116_111131,2,0,2,0,0,-1,0,,2,0,11.445,0,1001,vehicle,car,11.445,6
1984,train,person,0223_20231116_111250,3,1,2,1,0,16.279,0,person,2,0,15.914,0,1029,vehicle,car,15.914,8
0219,train,person,0223_20231116_111250,9,1,8,1,1,0.006,67,person,8,0,3.932,0,003,vru,person,0.006,76
1985,train,person,0223_20231116_111250,2,0,2,0,0,-1,0,,2,0,16.092,0,1018,vehicle,car,16.092,16
1986,train,person,0223_20231116_111250,7,1,6,1,1,0.006,67,person,6,0,3.47,0,001,vru,person,0.006,76
1987,train,person,0223_20231116_111250,1,1,0,1,0,16.279,0,person,0,0,-1,0,000,vru,person,16.279,74
1988,train,person,0223_20231116_111250,3,0,3,0,0,-1,0,,3,0,15.652,0,1011,vehicle,car,15.652,12
1989,train,person,0223_20231116_111250,2,1,1,1,0,22.498,0,bicycle,1,0,6.271,0,1015,vehicle,car,6.271,14
1990,train,bicycle,0223_20231116_111250,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
1991,train,bicycle,0223_20231116_111250,2,1,1,1,0,22.498,0,person,1,0,14.266,0,1015,vehicle,car,14.266,5
1992,train,person,0224_20231116_113136,4,1,3,1,0,19.086,0,scooter,3,0,6.592,0,1007,vehicle,car,6.592,11
1993,train,person,0224_20231116_113136,3,2,1,2,0,3.818,0,"bicycle,person",1,0,4.491,0,003,vru,bicycle,3.818,73
1994,train,person,0224_20231116_113136,3,2,1,2,0,17.857,0,"bicycle,person",1,0,13.684,0,1024,vehicle,car,13.684,24
1995,train,bicycle,0224_20231116_113136,3,2,1,2,0,3.818,0,person,1,0,14.636,0,001,vru,person,3.818,73
1996,train,person,0224_20231116_113136,3,0,3,0,0,-1,0,,3,0,8.141,0,1010,vehicle,car,8.141,12
1997,train,scooter,0224_20231116_113136,1,1,0,1,0,19.086,0,person,0,0,-1,0,000,vru,person,19.086,35
1998,train,bicycle,0224_20231116_113136,2,0,2,0,0,-1,0,,2,0,6.483,0,1033,vehicle,car,6.483,29
1999,train,person,0225_20231116_113337,9,0,9,0,0,-1,0,,9,0,3.117,0,1044,vehicle,car,3.117,14
2000,train,person,0225_20231116_113337,5,1,4,1,1,1.19,5,person,4,0,13.688,0,004,vru,person,1.19,51
2001,train,person,0225_20231116_113337,3,0,3,0,0,-1,0,,3,0,16.367,0,1075,vehicle,car,16.367,122
2002,train,person,0225_20231116_113337,2,0,2,0,0,-1,0,,2,0,3.547,0,1004,vehicle,car,3.547,10
2003,train,person,0225_20231116_113337,5,1,4,1,1,1.19,5,person,4,0,13.582,0,001,vru,person,1.19,51
2004,train,person,0225_20231116_113337,1,0,1,0,0,-1,0,,1,0,4.582,0,1016,vehicle,car,4.582,17
0220,train,person,0225_20231116_113337,1,0,1,0,0,-1,0,,1,0,6.189,0,1064,vehicle,car,6.189,17
2005,train,bicycle,0225_20231116_113337,3,0,3,0,0,-1,0,,3,0,6.187,0,1025,vehicle,car,6.187,15
2006,train,person,0225_20231116_113337,3,0,3,0,0,-1,0,,3,0,7.012,0,1033,vehicle,car,7.012,28
2007,train,person,0225_20231116_113337,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
2008,train,bicycle,0225_20231116_113337,0,0,0,0,0,-1,0,,0,0,-1,0,,,,-1,0
2009,train,person,0226_20231116_113644,4,2,2,2,1,2.558,2,person,2,0,12.466,0,001,vru,person,2.558,132
2010,train,person,0226_20231116_113644,3,2,1,2,1,2.558,2,person,1,0,7.051,0,000,vru,person,2.558,132
2011,train,person,0226_20231116_113644,4,2,2,2,0,8.499,0,person,2,0,16.744,0,011,vru,person,8.499,35
